source,lengths,speaker,index,utt
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010021_DT.wav,237238,F010,1,021
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010018_DT.wav,136746,F010,1,018
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010098_DT.wav,140570,F010,1,098
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010083_DT.wav,188702,F010,1,083
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010055_DT.wav,247666,F010,1,055
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010078_DT.wav,352198,F010,1,078
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010104_DT.wav,346086,F010,1,104
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010050_DT.wav,226878,F010,1,050
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010091_DT.wav,337682,F010,1,091
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010099_DT.wav,228430,F010,1,099
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010053_DT.wav,274522,F010,1,053
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010085_DT.wav,139806,F010,1,085
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010072_DT.wav,251396,F010,1,072
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010025_DT.wav,281786,F010,1,025
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010039_DT.wav,214446,F010,1,039
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010069_DT.wav,171574,F010,1,069
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010011_DT.wav,269354,F010,1,011
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010084_DT.wav,280382,F010,1,084
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010004_DT.wav,162436,F010,1,004
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010033_DT.wav,101004,F010,1,033
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010019_DT.wav,204086,F010,1,019
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010095_DT.wav,126818,F010,1,095
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010038_DT.wav,127940,F010,1,038
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010081_DT.wav,184882,F010,1,081
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010027_DT.wav,233094,F010,1,027
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010087_DT.wav,375118,F010,1,087
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010059_DT.wav,308092,F010,1,059
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010103_DT.wav,236070,F010,1,103
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010071_DT.wav,378216,F010,1,071
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010026_DT.wav,281786,F010,1,026
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010052_DT.wav,518464,F010,1,052
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010030_DT.wav,296290,F010,1,030
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010016_DT.wav,204086,F010,1,016
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010054_DT.wav,462514,F010,1,054
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010066_DT.wav,232746,F010,1,066
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010076_DT.wav,282674,F010,1,076
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010040_DT.wav,140890,F010,1,040
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010057_DT.wav,442372,F010,1,057
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010064_DT.wav,216334,F010,1,064
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010049_DT.wav,130530,F010,1,049
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010101_DT.wav,228430,F010,1,101
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010017_DT.wav,143998,F010,1,017
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010007_DT.wav,141198,F010,1,007
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010041_DT.wav,253814,F010,1,041
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010096_DT.wav,146682,F010,1,096
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010002_DT.wav,87816,F010,1,002
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010061_DT.wav,96974,F010,1,061
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010037_DT.wav,252778,F010,1,037
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010024_DT.wav,124314,F010,1,024
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010045_DT.wav,164718,F010,1,045
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010023_DT.wav,225842,F010,1,023
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010056_DT.wav,400596,F010,1,056
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010089_DT.wav,320110,F010,1,089
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010065_DT.wav,214096,F010,1,065
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010042_DT.wav,173524,F010,1,042
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010014_DT.wav,240346,F010,1,014
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010001_DT.wav,164732,F010,1,001
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010092_DT.wav,266630,F010,1,092
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010047_DT.wav,143998,F010,1,047
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010082_DT.wav,275798,F010,1,082
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010048_DT.wav,107220,F010,1,048
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010070_DT.wav,275268,F010,1,070
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010034_DT.wav,260548,F010,1,034
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010022_DT.wav,117062,F010,1,022
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010006_DT.wav,171046,F010,1,006
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010012_DT.wav,296290,F010,1,012
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010079_DT.wav,221554,F010,1,079
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010094_DT.wav,126818,F010,1,094
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010020_DT.wav,111882,F010,1,020
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010102_DT.wav,690650,F010,1,102
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010075_DT.wav,243190,F010,1,075
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010031_DT.wav,336694,F010,1,031
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010003_DT.wav,86094,F010,1,003
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010013_DT.wav,231022,F010,1,013
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010097_DT.wav,300246,F010,1,097
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/NP/NF010086_DT.wav,433946,F010,1,086
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G31_DT.wav,229594,F010,1,G31
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G44_DT.wav,209914,F010,1,G44
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G42_DT.wav,357514,F010,1,G42
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G48_DT.wav,342426,F010,1,G48
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G22_DT.wav,167930,F010,1,G22
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G01_DT.wav,205978,F010,1,G01
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G18_DT.wav,178426,F010,1,G18
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G02_DT.wav,187610,F010,1,G02
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G27_DT.wav,121354,F010,1,G27
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G07_DT.wav,127258,F010,1,G07
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G23_DT.wav,192858,F010,1,G23
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G20_DT.wav,207290,F010,1,G20
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G26_DT.wav,258458,F010,1,G26
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G46_DT.wav,308314,F010,1,G46
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G40_DT.wav,242058,F010,1,G40
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G33_DT.wav,258458,F010,1,G33
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G34_DT.wav,199418,F010,1,G34
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G11_DT.wav,140378,F010,1,G11
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G04_DT.wav,260426,F010,1,G04
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G43_DT.wav,190890,F010,1,G43
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G50_DT.wav,211882,F010,1,G50
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G45_DT.wav,240090,F010,1,G45
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G12_DT.wav,234186,F010,1,G12
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G36_DT.wav,296506,F010,1,G36
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G38_DT.wav,245994,F010,1,G38
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G10_DT.wav,117418,F010,1,G10
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G13_DT.wav,150218,F010,1,G13
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G37_DT.wav,299130,F010,1,G37
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G16_DT.wav,175146,F010,1,G16
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G41_DT.wav,277482,F010,1,G41
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G28_DT.wav,151530,F010,1,G28
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G30_DT.wav,259114,F010,1,G30
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G25_DT.wav,259770,F010,1,G25
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G21_DT.wav,171866,F010,1,G21
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G14_DT.wav,159402,F010,1,G14
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G06_DT.wav,308314,F010,1,G06
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G47_DT.wav,186954,F010,1,G47
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G09_DT.wav,255834,F010,1,G09
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G24_DT.wav,169898,F010,1,G24
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G49_DT.wav,165306,F010,1,G49
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G15_DT.wav,247306,F010,1,G15
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G08_DT.wav,194826,F010,1,G08
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G17_DT.wav,275514,F010,1,G17
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G03_DT.wav,140378,F010,1,G03
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G19_DT.wav,177114,F010,1,G19
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G32_DT.wav,255178,F010,1,G32
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G39_DT.wav,245994,F010,1,G39
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G35_DT.wav,289946,F010,1,G35
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G29_DT.wav,265018,F010,1,G29
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/F010/PB/BF010G05_DT.wav,240746,F010,1,G05
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037075_DT.wav,419748,M037,2,075
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037006_DT.wav,126840,M037,2,006
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037103_DT.wav,153140,M037,2,103
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037072_DT.wav,260700,M037,2,072
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037033_DT.wav,273352,M037,2,033
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037042_DT.wav,140252,M037,2,042
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037077_DT.wav,99088,M037,2,077
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037092_DT.wav,309828,M037,2,092
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037015_DT.wav,258060,M037,2,015
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037005_DT.wav,71192,M037,2,005
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037078_DT.wav,177600,M037,2,078
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037067_DT.wav,208704,M037,2,067
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037032_DT.wav,225792,M037,2,032
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037084_DT.wav,194700,M037,2,084
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037088_DT.wav,314500,M037,2,088
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037097_DT.wav,155312,M037,2,097
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037021_DT.wav,134940,M037,2,021
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037090_DT.wav,354240,M037,2,090
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037014_DT.wav,299716,M037,2,014
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037098_DT.wav,211700,M037,2,098
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037082_DT.wav,250480,M037,2,082
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037050_DT.wav,218084,M037,2,050
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037081_DT.wav,129284,M037,2,081
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037058_DT.wav,315272,M037,2,058
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037065_DT.wav,262568,M037,2,065
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037079_DT.wav,309540,M037,2,079
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037001_DT.wav,138040,M037,2,001
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037025_DT.wav,151212,M037,2,025
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037070_DT.wav,339200,M037,2,070
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037044_DT.wav,170520,M037,2,044
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037080_DT.wav,166420,M037,2,080
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037085_DT.wav,79040,M037,2,085
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037013_DT.wav,251040,M037,2,013
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037041_DT.wav,108412,M037,2,041
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037037_DT.wav,140988,M037,2,037
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037093_DT.wav,109172,M037,2,093
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037034_DT.wav,86624,M037,2,034
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037102_DT.wav,115228,M037,2,102
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037064_DT.wav,83812,M037,2,064
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037049_DT.wav,305360,M037,2,049
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037066_DT.wav,124952,M037,2,066
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037089_DT.wav,297104,M037,2,089
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037083_DT.wav,117000,M037,2,083
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037059_DT.wav,311084,M037,2,059
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037026_DT.wav,228692,M037,2,026
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037100_DT.wav,154700,M037,2,100
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037028_DT.wav,192080,M037,2,028
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037038_DT.wav,128252,M037,2,038
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037052_DT.wav,406964,M037,2,052
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037012_DT.wav,170612,M037,2,012
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037060_DT.wav,309580,M037,2,060
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037063_DT.wav,180560,M037,2,063
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037043_DT.wav,145140,M037,2,043
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037048_DT.wav,150352,M037,2,048
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037095_DT.wav,142560,M037,2,095
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037068_DT.wav,172048,M037,2,068
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037016_DT.wav,94500,M037,2,016
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037101_DT.wav,110288,M037,2,101
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037071_DT.wav,281348,M037,2,071
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037010_DT.wav,76200,M037,2,010
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037023_DT.wav,124800,M037,2,023
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037096_DT.wav,92476,M037,2,096
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037020_DT.wav,123420,M037,2,020
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037051_DT.wav,351316,M037,2,051
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037024_DT.wav,140980,M037,2,024
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037045_DT.wav,176308,M037,2,045
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037029_DT.wav,213308,M037,2,029
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037007_DT.wav,91800,M037,2,007
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M037/NP/NM037054_DT.wav,254980,M037,2,054
