source,length,speaker,index,utt
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M042/PB/BM042B03_DT.wav,166832,M042,12,B03
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M042/PB/BM042B13_DT.wav,114982,M042,12,B13
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M042/PB/BM042B28_DT.wav,118934,M042,12,B28
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M042/PB/BM042B45_DT.wav,160000,M042,12,B45
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M042/PB/BM042B35_DT.wav,175818,M042,12,B35
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M042/PB/BM042B47_DT.wav,194678,M042,12,B47
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M042/PB/BM042B08_DT.wav,83652,M042,12,B08
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M042/PB/BM042B09_DT.wav,137794,M042,12,B09
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M042/PB/BM042B41_DT.wav,155134,M042,12,B41
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M042/PB/BM042B42_DT.wav,211102,M042,12,B42
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M042/PB/BM042B17_DT.wav,171256,M042,12,B17
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M042/PB/BM042B12_DT.wav,108290,M042,12,B12
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M042/PB/BM042B33_DT.wav,179468,M042,12,B33
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M042/PB/BM042B14_DT.wav,91256,M042,12,B14
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M042/PB/BM042B23_DT.wav,132016,M042,12,B23
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M042/PB/BM042B11_DT.wav,134448,M042,12,B11
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M042/PB/BM042B15_DT.wav,92472,M042,12,B15
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M042/PB/BM042B36_DT.wav,115894,M042,12,B36
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M042/PB/BM042B39_DT.wav,80912,M042,12,B39
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M042/PB/BM042B19_DT.wav,120456,M042,12,B19
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043042_DT.wav,172774,M043,14,042
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043027_DT.wav,144792,M043,14,027
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043020_DT.wav,107680,M043,14,020
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043077_DT.wav,166692,M043,14,077
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043060_DT.wav,281674,M043,14,060
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043034_DT.wav,181292,M043,14,034
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043074_DT.wav,232396,M043,14,074
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043026_DT.wav,151482,M043,14,026
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043018_DT.wav,107680,M043,14,018
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043035_DT.wav,187376,M043,14,035
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043010_DT.wav,74830,M043,14,010
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043087_DT.wav,298100,M043,14,087
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043066_DT.wav,149050,M043,14,066
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043015_DT.wav,221446,M043,14,015
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043095_DT.wav,153916,M043,14,095
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043044_DT.wav,149050,M043,14,044
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043021_DT.wav,91862,M043,14,021
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043057_DT.wav,277414,M043,14,057
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043022_DT.wav,139316,M043,14,022
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043030_DT.wav,279238,M043,14,030
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043063_DT.wav,200152,M043,14,063
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043013_DT.wav,281672,M043,14,013
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043006_DT.wav,104640,M043,14,006
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043096_DT.wav,292624,M043,14,096
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043104_DT.wav,100988,M043,14,104
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043069_DT.wav,129580,M043,14,069
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043083_DT.wav,186768,M043,14,083
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043058_DT.wav,240304,M043,14,058
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043051_DT.wav,254906,M043,14,051
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043039_DT.wav,160608,M043,14,039
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043025_DT.wav,68138,M043,14,025
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043094_DT.wav,162434,M043,14,094
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043012_DT.wav,191028,M043,14,012
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043040_DT.wav,105246,M043,14,040
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043080_DT.wav,105248,M043,14,080
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043079_DT.wav,141140,M043,14,079
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043100_DT.wav,223270,M043,14,100
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043086_DT.wav,251864,M043,14,086
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043047_DT.wav,144182,M043,14,047
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043059_DT.wav,197718,M043,14,059
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043016_DT.wav,124714,M043,14,016
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043070_DT.wav,114982,M043,14,070
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043097_DT.wav,153918,M043,14,097
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043061_DT.wav,146008,M043,14,061
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043082_DT.wav,192244,M043,14,082
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043067_DT.wav,111938,M043,14,067
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043075_DT.wav,311484,M043,14,075
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043073_DT.wav,245170,M043,14,073
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043045_DT.wav,184334,M043,14,045
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043004_DT.wav,114374,M043,14,004
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043002_DT.wav,89430,M043,14,002
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043064_DT.wav,66312,M043,14,064
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043009_DT.wav,146008,M043,14,009
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043091_DT.wav,141750,M043,14,091
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043056_DT.wav,160000,M043,14,056
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043098_DT.wav,100988,M043,14,098
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043099_DT.wav,96730,M043,14,099
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043050_DT.wav,96730,M043,14,050
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043041_DT.wav,65704,M043,14,041
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043103_DT.wav,176426,M043,14,103
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043093_DT.wav,166692,M043,14,093
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043081_DT.wav,203194,M043,14,081
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043024_DT.wav,132624,M043,14,024
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043085_DT.wav,232394,M043,14,085
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043068_DT.wav,199544,M043,14,068
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043029_DT.wav,143574,M043,14,029
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043092_DT.wav,173384,M043,14,092
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043008_DT.wav,102204,M043,14,008
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043023_DT.wav,77870,M043,14,023
/media/fujie/hdd1/Speech/jnas/JNAS_1/WAVES_DT/M043/NP/NM043003_DT.wav,86996,M043,14,003
